"Date","BTC Market Cap","ETH Market Cap","Top 10 (Without BTC & ETH)","Others"
"2017-06-21","44569583131.63903","30390293651.200687","21448876600.377533","9180227177.26975"
"2017-06-22","44703988751.351746","30312664724.45932","21742463320.380844","9220229078.22909"
"2017-06-23","44920255723.30297","30780636114.235588","22960812830.194092","9510038954.86135"
"2017-06-24","42966679003.94212","28761584162.47397","22060022450.41565","9007781343.96426"
"2017-06-25","42781394178.82268","26727797729.147892","21364351926.058508","8481064052.05212"
"2017-06-26","40837922140.409676","24031469340.43858","19660390970.005994","7727979918.44705"
"2017-06-27","41550828140.55376","26071528057.27424","19545808585.35341","8062199114.69619"
"2017-06-28","42279511902.81053","29466974350.047752","20147249897.091788","8631369017.32693"
"2017-06-29","42057301540.09505","27885580759.15084","19517248927.56371","8360485329.1047"
"2017-06-30","40897674121.940735","26454457715.02758","19123557264.407215","7917884466.60797"
"2017-07-01","40066457532.22669","24397386527.037548","18292530573.057002","7531413091.66256"
"2017-07-02","41365191378.720184","26603794019.452686","18784527581.390680","7739953274.65885"
"2017-07-03","42326047726.1706","25910676121.598396","19265217088.546834","8162750469.57577"
"2017-07-04","42894251457.13055","25093983117.385654","19722714520.275556","8179017604.71894"
"2017-07-05","42836970322.05267","24747605746.348026","19672409103.194444","8180927297.99236"
"2017-07-06","42931269844.38585","24892807780.231613","19531317523.249467","8113263576.48897"
"2017-07-07","41236052946.94405","22473685750.315968","17956950802.483532","6981117012.19685"
"2017-07-08","42128232902.263275","22932342735.97489","18306805069.189175","7256234688.81036"
"2017-07-09","41409824820.38926","22243889410.906918","17863825720.139402","7276793764.27732"
"2017-07-10","38856285254.84228","19619308390.378407","15717866515.682523","5714797681.98589"
"2017-07-11","38703498121.36672","18114890100.247456","14587510386.375084","5538767206.74804"
"2017-07-12","39258160520.55891","20711938391.132465","16395864599.055585","6821322231.38224"
"2017-07-13","38884514157.240425","19250616800.120193","15792227635.412082","6400772133.7905"
"2017-07-14","36658380771.82992","18467839703.61626","14726152906.71080","5799214210.52252"
"2017-07-15","33447052810.303905","16028622412.657797","13339607569.472668","5367576860.49283"
"2017-07-16","31704152052.833904","14603949935.719194","12069188343.513592","5103887478.90331"
"2017-07-17","35890008657.39433","17584242919.82978","14299214993.44834","6115961487.55225"
"2017-07-18","37911881677.64932","21338075701.63201","15170726908.88781","6757300595.69346"
"2017-07-19","37434637985.045944","18643050491.147614","13566229596.746182","6307560685.20016"
"2017-07-20","45540558047.53742","20878190202.346775","15636691754.115745","7367171511.96726"
"2017-07-21","43755767266.33141","20287767362.233944","15476256075.328886","7467467450.96386"
"2017-07-22","46136314314.91937","21607085358.114548","16471262389.722342","8424516107.12004"
"2017-07-23","44977531723.6921","21198900249.379704","16176014665.074066","8156019954.26973"
"2017-07-24","45308735082.91261","21035610498.530434","16209863990.032376","8199569752.19718"
"2017-07-25","42223997194.01208","19347591148.68737","15014846905.05965","7031332915.8725"
"2017-07-26","41300436593.94769","18746083965.650166","15013413177.809154","6948142828.33559"
"2017-07-27","43645402712.15232","19018740572.79166","15107387582.66982","7161079189.7956"
"2017-07-28","46111586171.418274","18030982561.483517","14508206674.858599","6822658549.80081"
"2017-07-29","44819837646.14303","19246182898.41244","14827049019.94523","7151196494.6729"
"2017-07-30","45158066501.84347","18472631835.069103","14181107086.221077","6917012714.47715"
"2017-07-31","47322548226.26965","19047827948.6107","14630119742.15652","7027905257.06143"
"2017-08-01","45126045890.85253","21282137210.92791","15440462470.87680","7639927524.20936"
"2017-08-02","44473195322.900276","20534872983.74952","27676043791.569684","8172714631.41152"
"2017-08-03","45788833023.80792","21084238670.106236","22011294648.764984","8641984217.79306"
"2017-08-04","46925073392.63279","20789568173.053577","19407492967.927723","8904565293.01691"
"2017-08-05","53382167034.14344","23747316372.895435","19746188789.061255","9858365053.51387"
"2017-08-06","52607099482.05991","24697194959.234104","19800721714.356806","9760408142.82418"
"2017-08-07","55367416610.36144","25197894463.869026","22026396389.324874","10183742797.74066"
"2017-08-08","56260701200.034225","27705377543.833405","23312447399.412730","9726633524.46564"
"2017-08-09","54954274834.24823","27892280499.832973","22242836993.808247","9556250441.18355"
"2017-08-10","55570438886.95547","27871169339.54446","21874226237.80409","9822439667.93598"
"2017-08-11","58788973716.33661","28821677184.531666","23691441808.730584","11198944201.01714"
"2017-08-12","62715286393.358154","28997352513.86263","23423921172.096426","11037373177.17679"
"2017-08-13","66405071142.320496","27926704137.990173","23414083028.022831","10756082729.8665"
"2017-08-14","68927834713.06955","27861579961.952854","23745788651.542466","10367879947.95813"
"2017-08-15","68500212180.10542","27120920523.5159","23376081806.13818","10524343835.7405"
"2017-08-16","70376601817.48047","28217360455.396397","23744093945.404213","10815309097.28992"
"2017-08-17","70778773053.66321","28267299986.362434","23769684121.197306","10837304751.83505"
"2017-08-18","67671539511.38793","27861556924.972927","29699025139.297683","10015852108.93546"
"2017-08-19","67968693045.18288","27916001533.15132","29500753026.54620","10405494142.7176"
"2017-08-20","66092742688.79337","27786029857.799793","30631030481.849617","11015238468.71222"
"2017-08-21","65008176478.93846","30337762878.381535","29708652545.639725","10847424899.90728"
"2017-08-22","66221496790.766624","29400686225.9616","32842894392.542056","10970638119.62972"
"2017-08-23","67231683430.31014","29842462532.356785","33486326674.997805","11252289624.34927"
"2017-08-24","68859869628.5617","30320399298.400482","31773680918.939108","11530526148.97471"
"2017-08-25","69403950803.04054","31008765515.118908","32190650865.752952","11843019597.6686"
"2017-08-26","68147140643.37593","31031409011.107296","32613450244.226614","12633920195.46316"
"2017-08-27","68038485482.57394","32370755160.220387","32404273576.348953","12967546184.07972"
"2017-08-28","69694649043.72203","32458167725.598194","32919472063.711956","13310355962.66482"
"2017-08-29","72641940495.6991","34597128016.55826","31427759184.87158","13469583662.16906"
"2017-08-30","75292523274.51767","35745271112.44432","33059305073.83589","13997274156.21412"
"2017-08-31","77767841900.02457","36132449087.43318","35207399039.88725","14488403209.328"
"2017-09-01","80428274476.4107","36461379831.851746","36668680167.787814","15043712590.63374"
"2017-09-02","75367266379.22632","32698140251.89353","33067303226.77172","13608305600.48343"
"2017-09-03","76631058145.99944","33037915918.358833","34248960768.610327","14053595728.1664"
"2017-09-04","71425022760.39119","28302865423.90704","29837615069.85616","11673481429.66161"
"2017-09-05","73598219046.08562","30127332537.80147","31532568863.81695","12716096577.14896"
"2017-09-06","75996461011.38934","31478005326.47652","34498825482.30428","13315647782.18786"
"2017-09-07","75883474995.22142","31126200677.32708","34054691816.56298","14085963245.07552"
"2017-09-08","70933796921.03749","28775477244.445538","31737962015.503152","12551521358.12782"
"2017-09-09","70287354161.79593","28329354911.608036","30958514797.487034","12395554668.640"
"2017-09-10","68424784707.49242","27681278352.42371","29845261057.86384","11962763275.66203"
"2017-09-11","68968724069.36708","28036287702.51409","30357837934.84893","12166621871.0639"
"2017-09-12","68415142331.638626","27485022514.19706","29789308067.961544","12122007863.82677"
"2017-09-13","64328714659.05176","26236732489.431683","28471299674.977277","11308369491.45828"
"2017-09-14","51366093442.36449","20278768201.760014","21211786897.639796","8682058676.1487"
"2017-09-15","59446207725.41725","23369190516.539547","24299546265.793673","10171020144.10353"
"2017-09-16","59757602841.68003","23173710726.76121","24577001542.18600","10137481821.60276"
"2017-09-17","58889832717.23171","23638636295.481937","24438709501.105643","10132719339.50571"
"2017-09-18","66500676482.32742","27269907986.777264","27043306056.824846","11424353096.50547"
"2017-09-19","64629619385.94208","26563613422.607845","27374886495.309055","10757657086.64702"
"2017-09-20","63957210363.29384","26471592194.703312","26280867410.904148","10558994968.8407"
"2017-09-21","60152757874.00039","24396830727.284477","24009766004.292613","9471050958.79152"
"2017-09-22","60061814860.04741","24969981050.950962","24351875905.516228","9745276645.6494"
"2017-09-23","62411285738.3069","26846246384.287216","25017081406.278904","10258826020.49198"
"2017-09-24","60907151775.202774","26609714675.1668","24473699740.029386","10019961591.76804"
"2017-09-25","64137374771.87553","27316005855.910435","25837398664.471485","10939069420.46455"
"2017-09-26","63915425115.126785","26926232192.184574","25963607065.554271","11059799057.96337"
"2017-09-27","68589320812.824844","28658972908.46477","27650810014.097306","11988553992.20808"
"2017-09-28","68609525756.87619","27919976584.315685","27004354400.221945","12010082978.88318"
"2017-09-29","68544241007.41879","27336170625.13594","26462709756.90522","11695963299.22405"
"2017-09-30","71329258156.47789","28209139740.688995","27032273918.533175","12169141676.22894"
"2017-10-01","72162524814.14323","28442001971.008823","27027074747.122197","11983321149.54175"
"2017-10-02","72763860755.0592","28082506249.729813","26750969573.827727","11658968965.67326"
"2017-10-03","71707074498.61319","27742435562.94357","26206798998.49839","11402572868.57185"
"2017-10-04","70259971867.79242","27825239443.20582","25659174440.27237","11101482884.60439"
"2017-10-05","71244448102.50621","27894664349.155266","26432049451.819034","11167104542.83849"
"2017-10-06","72202651600.90865","29227935374.982","26482423617.18055","11293391469.4848"
"2017-10-07","73165830198.24252","29412044193.592102","26895521419.975468","11233648896.54591"
"2017-10-08","75788890435.07802","29175396936.827038","27666547277.197462","10337795864.32448"
"2017-10-09","79061044585.54332","28119791744.856277","25458266826.429363","10136260216.91604"
"2017-10-10","79249573590.62794","28506074217.358105","26336823055.933775","10541962402.53118"
"2017-10-11","79896727838.75774","28827311270.280365","26541676046.021455","10995613273.72744"
"2017-10-12","88609513441.24539","28715264952.728848","25901709567.971132","10548745237.83863"
"2017-10-13","93253757323.27051","32136884949.300323","26887538856.483567","10672364991.8306"
"2017-10-14","94406037193.81062","31893398413.31946","27082944271.64902","10566822341.6919"
"2017-10-15","94500193338.09784","31903683068.492874","27237841814.138686","10536980281.6576"
"2017-10-16","95258545426.38307","31583306698.85391","26901043541.81622","11236098662.7708"
"2017-10-17","93855824390.12392","30251186909.138367","26517596837.538253","11324447043.91446"
"2017-10-18","93017336298.87627","29930081747.853603","25734065699.902527","11812551703.7616"
"2017-10-19","94752516351.64403","29366946306.63264","25209169098.46707","11872216174.11226"
"2017-10-20","99030673396.69295","28790749976.831596","24729537960.859794","11455884775.47966"
"2017-10-21","100559216276.95663","28638437008.879925","24417758817.058525","11413016364.66892"
"2017-10-22","99899292227.65865","28148745034.196087","24285120404.443603","11488330483.20066"
"2017-10-23","99188570754.3323","27575920805.165585","23754423564.961615","11156828592.5555"
"2017-10-24","92378194194.24738","28472255904.29292","24777103405.59062","11952647172.25108"
"2017-10-25","94967978387.47089","28452391049.617855","24542607811.657835","11948107873.29242"
"2017-10-26","97947023064.89772","28192911056.673782","24387842325.579838","11691002286.64466"
"2017-10-27","96164443214.40039","28411617292.93479","24857481526.75308","11787766402.63474"
"2017-10-28","95484533854.62123","28278036785.292797","25476692927.507303","11875136658.89567"
"2017-10-29","101977770673.5449","28978234226.357674","26496724555.093066","12157892893.45736"
"2017-10-30","101669814828.64807","29223725935.84833","26651595764.78220","12498716107.9164"
"2017-10-31","106082152741.21794","28971625622.98315","26070164118.25274","12252714589.40817"
"2017-11-01","111860407349.42265","27907457658.55725","26862298705.65432","11647979949.92378"
"2017-11-02","117621545279.66475","27411044537.063046","28234482546.339584","11509032621.86962"
"2017-11-03","120546744685.76022","29209850779.092915","29906991339.492565","12145715072.5403"
"2017-11-04","123154674357.55318","28653533860.136066","29078721101.949214","11990111595.41954"
"2017-11-05","123596829565.80898","28426818646.719738","29315114380.346862","11892075202.63542"
"2017-11-06","118388777524.7116","28801102723.032696","29667919994.917404","12103812026.8783"
"2017-11-07","119464110442.1775","28220768686.35795","30224214257.62907","12437618178.89348"
"2017-11-08","124396351241.9002","29536454012.04308","31415453485.59545","14531467192.50027"
"2017-11-09","119816786360.01381","30823742534.2921","32962921907.12442","15903680720.13667"
"2017-11-10","110999386930.46329","28824163917.314198","37275543813.633492","14314082932.95202"
"2017-11-11","106146109132.28351","30256030132.159668","44349293242.531952","14649050591.23987"
"2017-11-12","97832172888.05261","30062176933.46014","47728867007.07169","13495108872.70456"
"2017-11-13","107125442451.24033","30181430682.324654","44430578321.892386","14742376219.90063"
"2017-11-14","110957725266.311","32446360785.0723","43677803122.30966","15721050889.92304"
"2017-11-15","121737427357.354","32007998528.5458","43223166840.27827","16110446870.02493"
"2017-11-16","130381304858.568","31606240405.8994","38774737419.80216","15912001297.87544"
"2017-11-17","129865386010.109","31931961399.8328","46697240056.2916","18199928239.0406"
"2017-11-18","130622715624.408","33413835153.7437","45913075251.5447","16790857290.0436"
"2017-11-19","133701043637.728","33870265876.0073","44614101105.08758","16910486103.92012"
"2017-11-20","137213053125.934","35061352161.7675","46586610014.77827","17489574068.08823"
"2017-11-21","135455116259.548","34615252499.3341","45097068265.58982","17212296534.07208"
"2017-11-22","137857431278.079","36382569909.3727","48832285420.87136","17913552786.56594"
"2017-11-23","135545106327.703","39569679447.7058","54441222555.68303","17793520628.28317"
"2017-11-24","138239984963.008","45568623853.9817","55103701458.40416","18144562899.38714"
"2017-11-25","146022669794.181","44853255083.9293","59657329376.16262","21323506269.41808"
"2017-11-26","156058041450.11","45011721609.851","60931810556.81885","22123499119.30815"
"2017-11-27","164237026935.379","46496118377.9175","61629377529.9899","24131046518.4426"
"2017-11-28","171368281967.209","45528555887.0189","64489145176.7111","26959816496.747"
"2017-11-29","165021094137.072","41136242461.6215","55209958851.2567","22830002789.7618"
"2017-11-30","173903131019.367","43624717838.8218","59260964649.02763","24501560904.83657"
"2017-12-01","183780731163.873","45142640782.4465","61691452663.7078","26123750435.5327"
"2017-12-02","186591841366.624","45151510929.4977","61413857263.9628","27382507388.4605"
"2017-12-03","188190520506.165","44394413397.1167","64097750393.2528","27848018958.7665"
"2017-12-04","194541160318.899","45400977761.2147","67388539949.95203","30575048439.21327"
"2017-12-05","203585321680.101","44907252844.2554","70697709413.5086","32140240841.604"
"2017-12-06","232080024191.322","43118585011.2992","67666798553.43074","31452585282.08406"
"2017-12-07","309298517515.443","43465282557.5874","68189681115.8866","30651774252.259"
"2017-12-08","282850210542.754","45019411221.6764","76211348620.8012","32306088185.4034"
"2017-12-09","255421618137.278","46391200044.4373","73170302506.8046","31331373959.1251"
"2017-12-10","264523195368.976","42998769813.0645","68472277868.1142","29606667971.2903"
"2017-12-11","286279279595.202","49007073662.9809","76927212247.30697","32638369683.61913"
"2017-12-12","288713846623.762","63736319679.7109","93417310341.90704","36837994989.04806"
"2017-12-13","276619329724.168","68377310760.8715","94529154580.62066","39150648976.47584"
"2017-12-14","282355027769.183","67885165267.6573","115748980794.7378","45635194500.9619"
"2017-12-15","301031043805.055","66789398252.0671","110921695408.64365","46033372861.35625"
"2017-12-16","329315720181.841","67685238860.8431","116079383687.30156","51639662061.44334"
"2017-12-17","325311461891.215","70249967413.1925","120397804274.6929","55997562988.4976"
"2017-12-18","321409248360.935","76958112624.052","134563438492.4899","63856910720.1161"
"2017-12-19","304459646943.618","80048859677.1559","151311895377.0056","67994726998.8525"
"2017-12-20","285821795917.542","78466047306.039","165006128073.04217","72688760100.44283"
"2017-12-21","274043056258.078","78432622738.5783","169883173260.1143","73976463595.4164"
"2017-12-22","236028031210.852","64585322053.99","142601158491.4939","60028053297.7301"
"2017-12-23","255444795621.567","69087031853.6697","160653928376.6742","69826738048.9231"
"2017-12-24","242218743695.445","66252429575.9089","153662655883.9408","67033164587.5153"
"2017-12-25","239755987703.759","70871970751.0918","150893561881.7245","70489131973.8717"
"2017-12-26","278573473665.536","74770905370.1416","161440447605.08265","75885568857.14475"
"2017-12-27","274522325686.838","73903417373.3621","163497445981.33005","72869595910.82285"
"2017-12-28","252666630245.445","71200955427.2237","158667266961.26074","72543792350.98156"
"2017-12-29","253178163423.298","73004412362.8661","194200502896.3041","76755537922.5268"
"2017-12-30","228445816988.881","71238101432.8975","186932298383.4152","71396893178.1893"
"2017-12-31","248925602660.692","74906560027.8485","199158569515.6780","80664901250.2225"
"2018-01-01","236440337971.831","75056629369.4547","200484465236.5680","80943479927.4323"
"2018-01-02","257079617264.841","84822222588.5437","215538218439.1310","89757765002.5613"
"2018-01-03","261505188675.85794","93178531120.43204","259494722440.84262","96153452348.0454"
"2018-01-04","268124738814.99704","94681149308.52457","265239017169.61669","102912346434.3027"
"2018-01-05","307774011688.3515","97269228886.25314","252424339623.23316","103703976905.7972"
"2018-01-06","307926110569.5282","101852997666.87328","261579607203.44092","118994048187.4196"
"2018-01-07","286074127681.1376","110167827718.61086","273355727748.56404","123329612477.1995"
"2018-01-08","266976271422.5615","114769005376.76157","224934067221.45083","116770925286.5561"
"2018-01-09","262044268423.30463","131894965357.881","207618596219.35487","122337054733.1815"
"2018-01-10","260474112841.84482","130387621608.28636","204756342051.21722","118158758559.4876"
"2018-01-11","236008991341.7291","114526940296.8931","189998895433.5559","105174615579.6069"
"2018-01-12","247945818276.33105","127538307119.98058","210334268687.87327","118088626093.6821"
"2018-01-13","255265724750.92688","140419500475.92773","214349479116.41519","123608835273.7042"
"2018-01-14","243252295974.26068","136747164703.8492","199765200860.75192","114206239010.2262"
"2018-01-15","242193794408.73285","128980953671.9811","189040150098.64095","107609180435.1301"
"2018-01-16","197043955228.79236","103677753320.31013","138358813117.60057","79069561965.17894"
"2018-01-17","191882616843.4473","99216267384.45854","142464973824.22673","83893020207.24143"
"2018-01-18","194496634731.3023","100567876886.70789","156630070921.35271","86815843557.8381"
"2018-01-19","197698672432.58115","101640355096.62448","154370781260.54117","90349052638.4632"
"2018-01-20","222978421656.46298","113899479853.58607","169771245123.98015","101027431870.7468"
"2018-01-21","196828374433.09152","102337202453.45827","147127632834.67885","85939835225.43436"
"2018-01-22","184878210439.39847","97186332455.0951","138571047019.50100","79748331801.63543"
"2018-01-23","183260375707.76193","96359326865.87158","137449433554.51359","79291709211.8089"
"2018-01-24","189730563330.71286","102717867498.02875","142423558392.18159","82818363973.7138"
"2018-01-25","188880475665.0269","102976145173.28937","142779595706.07013","82411948860.6116"
"2018-01-26","185867144988.1318","101975238868.2182","136618709473.37314","81866342798.26886"
"2018-01-27","192805209257.31415","106559849459.01985","140657620940.89740","83651537615.0106"
"2018-01-28","196359635508.99493","120356395893.4201","150631003439.30917","87533620524.6588"
"2018-01-29","187828526722.43542","113796120454.081","142294488930.21002","84467197634.28256"
"2018-01-30","186776632503.01822","113043826616.74722","141348842002.65806","83706686904.9185"
"2018-01-31","168188285150.7701","102965815556.0668","122603567451.0769","73361448780.3532"
"2018-02-01","170304196700.15707","107663538775.87933","124883937445.63895","75925540867.64665"
"2018-02-02","152744180864.1639","99423764457.44884","105738995455.27880","65282631176.43346"
"2018-02-03","148715185541.37634","89061856063.48083","99799559577.19313","62182088267.6317"
"2018-02-04","151507305722.97018","91725607014.4353","104801144311.02692","64372753527.3346"
"2018-02-05","140081544557.2351","81329819333.7154","95790329659.95075","56081535917.39275"
"2018-02-06","115444836533.44771","66675677460.41152","77095996173.25947","44258650624.9303"
"2018-02-07","129936854004.41661","76574516020.88303","88106005978.06462","53028067039.88674"
"2018-02-08","128271617562.32497","73290929917.86972","83508476635.58461","50658196937.9137"
"2018-02-09","138345016554.78464","78759712266.80615","93296018973.68997","53587014854.53724"
"2018-02-10","145812043727.55478","84968804616.78447","102981894175.80900","60775050436.97275"
"2018-02-11","144544944416.7482","83330877020.24867","107395994891.58577","59900703732.76936"
"2018-02-12","137716289625.30893","79732678121.41658","101612246563.21069","55857503577.2748"
"2018-02-13","150256428069.51227","84185155652.77072","108710116934.98685","61051187927.24816"
"2018-02-14","143645913955.80325","81375375877.96892","104240782310.22637","58431554925.66746"
"2018-02-15","159007423075.0244","89328231140.60481","118102013560.89349","64985937205.5203"
"2018-02-16","170569769073.98798","90637629785.66489","119305037054.09813","67415182721.422"
"2018-02-17","171309236631.063","91279135809.19406","121917910933.48659","67845324261.93235"
"2018-02-18","185692327611.28845","94190008583.4062","127162763238.93322","72185027185.90513"
"2018-02-19","177561296505.31497","89404389580.2483","118690938273.05337","66814042965.48736"
"2018-02-20","187364222442.60483","90713108252.71552","121693176142.83115","68903011362.0335"
"2018-02-21","194121879194.2264","88256609941.35635","117717106356.56395","65381407941.9673"
"2018-02-22","168362084194.4766","79118626282.25874","101187286516.25019","56478017548.20447"
"2018-02-23","169362253983.19455","79442544254.30933","101743275378.83358","56654453576.78554"
"2018-02-24","173922837770.0662","84567348658.27484","106639772584.12876","60533627701.3302"
"2018-02-25","164497574061.05917","81068136131.60957","100484132157.28341","56944058143.05085"
"2018-02-26","163790896885.65796","82445384433.1456","102920714850.27414","57019014841.0023"
"2018-02-27","174886939893.19846","84519903484.51317","105578189581.84312","59778628267.63925"
"2018-02-28","180884108725.43018","85086932065.08655","106246632479.81262","61084648333.92765"
"2018-03-01","174778709347.89926","82862945950.985","100864869053.34014","57117239911.8956"
"2018-03-02","183463718171.25656","83792455743.35178","103167771960.79436","60639347077.4093"
"2018-03-03","187514886761.3877","83297136123.66147","101705445279.54598","61249193484.74185"
"2018-03-04","191899353575.24014","82708301723.55193","101075310473.45183","59419270094.2561"
"2018-03-05","190747933122.93732","82676499793.85762","105930390808.29646","58460025359.0106"
"2018-03-06","194821583687.4345","82340571913.28821","103592599965.15539","59130681749.8539"
"2018-03-07","181342656441.09247","79250313700.00667","97953226151.78586","54801008398.874"
"2018-03-08","169056252057.66943","73790376421.96692","92339168415.98792","49834889047.15973"
"2018-03-09","159289105130.23843","68568491974.3163","86114069539.25923","46754837598.70604"
"2018-03-10","156862284242.87494","69730146644.19576","87244209886.41050","46325521177.9208"
"2018-03-11","150359761907.83084","67198010840.67886","83016921394.10410","44012926230.3422"
"2018-03-12","160888688653.47745","69985307146.27713","87947793510.47638","46696549005.33604"
"2018-03-13","156177221215.63092","68245214878.500916","84594467417.835464","46380050672.2447"
"2018-03-14","155921695042.49033","67211282137.89535","83702426707.81902","45648151980.9223"
"2018-03-15","140553335048.27603","59738408621.9634","74621470940.04417","41093501403.3384"
"2018-03-16","141449655895.93512","60148621435.96764","74098135013.16420","40878360402.07604"
"2018-03-17","144184737078.2775","59712695037.709236","74515266844.438664","40625798305.4406"
"2018-03-18","136472702736.85979","55031620530.236534","69300217575.307236","36418097992.55044"
"2018-03-19","139102798580.5772","52938616457.57076","69553767110.19997","36745947854.96007"
"2018-03-20","146274523240.43362","54560292401.575806","77168365368.449074","39253764208.9575"
"2018-03-21","151135311240.4029","54486305509.98849","78472957937.81137","41757087735.05624"
"2018-03-22","151888445786.24927","55179662649.949524","78309598164.994136","42534100643.75507"
"2018-03-23","147943048662.1316","52885690223.31916","75421441349.10448","44450384252.32176"
"2018-03-24","149451318665.61404","52936241666.49759","74418170979.93767","45313167904.0527"
"2018-03-25","146022681302.7956","51114768972.69823","72794334328.14067","45188313476.9435"
"2018-03-26","143623891714.18073","51114766847.01147","72587082496.44390","46716839803.9499"
"2018-03-27","138684803358.9432","47991343456.18946","67745613571.36054","45832302778.4298"
"2018-03-28","132779843611.38556","44211929435.11478","64646749853.41726","42723134498.7664"
"2018-03-29","134386559681.90625","43718505250.02615","64461918466.17698","42965338431.64862"
"2018-03-30","120777974799.76303","37953505528.35885","56897307452.27448","38060896600.92264"
"2018-03-31","116900853303.24556","38946452754.23128","56857561862.44693","36896189774.68323"
"2018-04-01","118234055446.5432","39000868214.27854","56901982044.74598","36184581641.03528"
"2018-04-02","115896903503.05841","37365640069.82155","54372691801.62721","32583435788.76083"
"2018-04-03","120044225923.52736","37935548084.04267","56267983607.59330","34672235657.95467"
"2018-04-04","126568883854.60773","40989129292.88682","61707750575.73305","38183201340.4544"
"2018-04-05","116084750821.3726","37503095784.24193","55469550420.97040","34558221548.20707"
"2018-04-06","116269847527.26425","37923466118.640205","55585569057.615225","36392901456.43632"
"2018-04-07","112436767361.37248","36495759521.398056","52665761870.691624","34390003246.49484"
"2018-04-08","116789559212.79994","37838661360.00252","54231324271.74814","35794645043.8674"
"2018-04-09","118505840498.72884","39182417250.92415","55483457543.82943","36044826331.03658"
"2018-04-10","115017783885.65182","39367328706.210175","54903022072.592745","36213301447.68926"
"2018-04-11","115885988821.25359","40749602575.92843","55304806583.60625","37413991219.73173"
"2018-04-12","117533696704.9788","42209337332.354004","60735607121.927356","40409708190.39484"
"2018-04-13","133015394395.9933","48265439663.55072","68875879658.43273","45036911091.14525"
"2018-04-14","133189892501.28044","48313044128.328636","68594468320.238584","44448519626.09234"
"2018-04-15","134086501771.11679","48928578121.79471","68736722652.39355","44331399864.65995"
"2018-04-16","140220533919.44476","51944970387.794846","73911400779.637164","48097771911.31923"
"2018-04-17","136379313438.7644","50134949937.02363","73297368100.52627","46985671607.2127"
"2018-04-18","133722872890.26543","49290625426.76034","73147566336.62731","46421742177.53492"
"2018-04-19","137539507140.1945","51170694522.39032","80324345386.26400","50879916210.51318"
"2018-04-20","140616565985.04083","56030501148.69197","86799984147.00670","54674163027.9095"
"2018-04-21","144401932888.96182","58403874540.99289","98276979999.38079","56049610230.6635"
"2018-04-22","150858701627.6664","59405441433.091866","95707907789.897934","55882605630.2888"
"2018-04-23","149017082314.25253","61094825885.43238","96297016068.74734","56203017600.46475"
"2018-04-24","150943914745.9957","63004894796.41469","101726621167.22004","59781771071.79957"
"2018-04-25","165155791737.985","69817174451.75433","109982738758.01727","65903803334.2244"
"2018-04-26","150020058558.80304","60788471582.80268","95630927038.99488","56901756577.7234"
"2018-04-27","156779014055.27072","65093958669.996185","104146728540.464355","62352421690.77174"
"2018-04-28","152009053536.4553","63614677083.81106","101321957823.23108","60742431853.62256"
"2018-04-29","157282709009.46033","66660769651.39336","109279886086.57261","64176493093.4617"
"2018-04-30","158592809944.5081","67420561666.31582","114244266359.29583","67039566102.41725"
"2018-05-01","156443377473.375","65710538602.21053","106632301488.46157","65026476464.3959"
"2018-05-02","153504488648.5945","65971279396.12401","108673194149.90576","64743583227.11773"
"2018-05-03","155192629946.18726","67108704081.6629","112399827766.51111","66973093837.62073"
"2018-05-04","162498830620.22913","77526578541.87308","115253560482.06159","59266515273.2732"
"2018-05-05","163935762593.6642","77194381804.21214","114356307682.58636","69361986124.8363"
"2018-05-06","166195961946.18","80104681672.56717","119963675339.67959","71832091221.62124"
"2018-05-07","163109111220.656","78019321356.67586","117279567910.65614","68804476034.316"
"2018-05-08","158435513589.56033","74353698902.32837","112875403278.04070","65260839309.4556"
"2018-05-09","155749835750.4752","73923190963.45912","118042817438.57578","68648122092.6299"
"2018-05-10","157460887034.23203","73870430059.20319","109903981537.23238","66291108287.3144"
"2018-05-11","152728483795.6562","71279821648.68193","103570610051.79927","63761080735.4556"
"2018-05-12","143131877388.73486","67108755487.4065","92791308655.77694","56710016642.6987"
"2018-05-13","144426929746.49615","67905759626.548164","96373513071.029046","57241186986.75064"
"2018-05-14","147906738510.20526","72264507767.86824","100574510204.29595","60861493515.64255"
"2018-05-15","148142733211.5191","72371889345.97685","98184303846.21200","62209959332.33105"
"2018-05-16","144348790079.53476","69935482264.3191","92489128148.91694","59947032065.4342"
"2018-05-17","142149224754.09787","69879914021.89139","91572721952.68584","57787742061.6949"
"2018-05-18","137271416445.43767","66230317444.47082","86267720916.55551","54921116478.492"
"2018-05-19","139787112156.34103","68292780311.34642","87686106364.38485","56580154183.6917"
"2018-05-20","139424471286.71832","68270520548.85238","86799475687.71300","55934042989.0623"
"2018-05-21","143916527618.282","70073661062.42535","92000191937.85965","57691817963.317"
"2018-05-22","142427831413.29367","68604235449.74915","89391894836.76358","56855554352.7536"
"2018-05-23","136550347058.65228","63856048464.81863","83490764026.06509","52260971006.365"
"2018-05-24","128842835523.63457","57906139337.23845","76156684805.39511","48644539201.76687"
"2018-05-25","128977752305.11423","59572815257.15423","81052865049.28360","50275717344.68894"
"2018-05-26","127435061535.96555","58033414970.12175","78328715988.70622","48475311555.88548"
"2018-05-27","125008468874.28679","57866488201.56909","78032876056.08897","46715910746.99415"
"2018-05-28","124985768473.80345","56426783298.552086","77208760133.069394","43880599183.77307"
